"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000051375",1263.51528682027,0.547812119370559,0.146835677831806,2.07444885444684e-05,0.00122142512007863
"ENSMUSG00000051355",196.900041027725,-0.645254398360925,0.189927663518137,2.08781372929923e-05,0.00122142512007863
"ENSMUSG00000038521",5373.97735365416,-0.703036255193369,0.226969712151699,2.06607521912983e-05,0.00122142512007863
"ENSMUSG00000075704",398.212165929801,-0.627152581742513,0.180712088791881,2.11695199501623e-05,0.00122738314973946
"ENSMUSG00000005506",1253.27011741909,0.510789651709936,0.134028915918125,2.11973885571866e-05,0.00122738314973946
"ENSMUSG00000008475",645.89085871793,-0.639730088545154,0.188366177466251,2.25955854089247e-05,0.0013016671165927
"ENSMUSG00000038175",203.98905829799,0.761360959037413,0.281500042076975,2.28523171988481e-05,0.00130977418016342
"ENSMUSG00000022025",48.7929355558389,-0.846127967317902,0.37118851240052,2.30542410477832e-05,0.00131467391752788
"ENSMUSG00000074922",89.6465753199644,0.808418047003742,0.332215974496494,2.38052326165246e-05,0.00135067779634763
"ENSMUSG00000029864",1612.06792233373,-0.769083807811532,0.292795137020227,2.46767752785401e-05,0.00139312734834998
"ENSMUSG00000099009",621.361523132271,-0.8939281199142,0.432197036266975,2.52693314964725e-05,0.00141948269615259
"ENSMUSG00000037210",217.155225492405,0.555711048011045,0.152085499953834,2.54745089851842e-05,0.0014239241631273
"ENSMUSG00000037022",211.192595892396,-0.612915793408557,0.177284885306158,2.64499431937997e-05,0.00147116408177927
"ENSMUSG00000082286",205.468330644517,-0.722444728507741,0.251779804903407,2.71044520050671e-05,0.001478436558402
"ENSMUSG00000041750",93.1094445318425,-0.790022225601782,0.319297711157081,2.68428721006391e-05,0.001478436558402
"ENSMUSG00000079197",148.354065195046,-0.618773765678456,0.180365287580975,2.67411815615817e-05,0.001478436558402
"ENSMUSG00000021210",10534.232541358,-0.615266097655292,0.178804742036917,2.70529671421327e-05,0.001478436558402
"ENSMUSG00000074519",40.1429048908841,-0.995007099014202,0.569679323108795,2.7255590559107e-05,0.00147953304328306
"ENSMUSG00000047370",180.876751816924,0.870043843528643,0.414279614016214,2.83130767573467e-05,0.00152958349123063
"ENSMUSG00000090231",9760.29824783476,0.595780024497882,0.170536036597264,2.88803026318946e-05,0.00154543837448684
"ENSMUSG00000025156",202.236488931249,-0.565294512877388,0.157367202370089,2.88195414788707e-05,0.00154543837448684
"ENSMUSG00000002111",46.350763574336,0.866401438076045,0.412610664972181,2.91926946717905e-05,0.00155478639405277
"ENSMUSG00000048000",536.777457391692,0.633278060762972,0.190258860096383,3.0240461113652e-05,0.00160302838701523
"ENSMUSG00000039473",450.500731769206,0.511001332406681,0.137755705771821,3.11587770314816e-05,0.00162695830262298
"ENSMUSG00000040725",964.463299382944,0.607412164190213,0.17707948370129,3.08681016608521e-05,0.00162695830262298
"ENSMUSG00000035530",1414.13741594806,-0.519796900509191,0.141020115966508,3.15564492316388e-05,0.00162695830262298
"ENSMUSG00000030123",370.803914396467,0.604087598456607,0.17554666489301,3.10330778767859e-05,0.00162695830262298
"ENSMUSG00000072825",600.123161247798,0.531475787940019,0.145219431650399,3.13371722839505e-05,0.00162695830262298
"ENSMUSG00000020717",245.595035947767,0.70690835606056,0.243489508965801,3.15269738965279e-05,0.00162695830262298
"ENSMUSG00000051412",386.457440482187,-0.58783796306898,0.168496191088131,3.2155783061457e-05,0.00164285496175073
"ENSMUSG00000022751",1116.80912435606,-0.645864101363351,0.198805568862352,3.20435041609406e-05,0.00164285496175073
